Class,Text_Data
Failed,abrupt closure of transaction with -PRON- d i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Pending,payment outstanding for transaction i regret to inform -PRON- the i could only pay the partial amount of gbp i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Request,implore update on transaction what be the status of -PRON- transaction -PRON- d thank and regard
Processing,process transaction have -PRON- d sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
Pending,remain amount for transaction to be pay later i regret to inform -PRON- the i could only pay the partial amount of eur i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
General,atm card lose -PRON- atm card be misplace today please block -PRON- card urgently thank in advance
General,new cheque book i need a new cheque book of leave kindly send the same to -PRON- current address which be present in the detail of -PRON- account
Pending,payment be pende for transaction -PRON- s be day since transaction -PRON- have be very late i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete -PRON-
Failed,why have -PRON- transaction stop i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Pending,transaction no be unresolved -PRON- payment of amount usd be not fully complete assure -PRON- i will pay the rest soon warm regard
Processing,transaction be now be process acknowledge the received payment for transaction -PRON- be finally in process kind regard
Request,implore update on transaction can -PRON- please tell -PRON- the amount transfer through transaction -PRON- d thank
Processing,process transaction have -PRON- d this be in response to -PRON- email notify about the transfer amount i be acknowledge -PRON- and inform -PRON- that -PRON- be now in process
Request,implore update on transaction i need a status update on asap
Failed,transaction have fail greeting for the day i be confused why i have receive an email state the failure of -PRON- transaction please help -PRON- understand why this happen need fund urgently patiently wait for -PRON- reply thank a lot
